recipe_1,Magnetron1_orientation,DC_supply4_magnetron,RF_supply5_power_set,DC_supply3_freq_set,DC_supply3_current_act,heater_temperature_act,Target_diameter,,,
recipe_2,DC_supply1_ramprate_set,RF_supply5_ramprate_set,RF_supply5_power_set,DC_supply1_freq_set,presputter_time,substrate_rotation_rate,Target_diameter,,,
recipe_3,Magnetron3_orientation,DC_supply4_magnetron,RF_supply5_power_set,gas1_flow_set,DC_supply3_current_act,heater_temperature_act,Target_diameter,,,
recipe_4,Magnetron4_orientation,magnetron3_used,RF_supply5_power_set,DC_supply3_freq_set,DC_supply3_current_act,gas1_flow_set,Target_diameter,,,
recipe_5,Magnetron5_orientation,RF_supply5_magnetron,RF_supply5_power_set,DC_supply3_freq_set,gas1_flow_set,heater_temperature_act,Target_diameter,,,
recipe_6,DC_supply1_ramprate_set,RF_supply5_ramprate_set,DC_supply1_freq_set,presputter_time,substrate_rotation_rate,gas1_flow_set,working_pressure_set,DC_supply1_power_set,RF_supply5_power_set,sputter_time
